Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-01-02 00:00:00-05:00,423.90026204092493,424.43820240788705,413.2611726539346,416.97686767578125,16896500,0.0,0.0,MSFT
2025-01-03 00:00:00-05:00,419.4672816518615,422.40599553232005,417.93320162542307,421.7286071777344,16662900,0.0,0.0,MSFT
2025-01-06 00:00:00-05:00,426.3607841744266,432.6565862275622,423.85044657634234,426.21136474609375,20573600,0.0,0.0,MSFT
2025-01-07 00:00:00-05:00,427.356962317073,429.00063686122985,419.18835553907815,420.7523498535156,18139100,0.0,0.0,MSFT
2025-01-08 00:00:00-05:00,421.8381972488523,425.33476415419165,419.9255676122581,422.9339904785156,15054600,0.0,0.0,MSFT
2025-01-10 00:00:00-05:00,423.0036976315441,423.0833778600729,413.4304875422897,417.345458984375,20201100,0.0,0.0,MSFT
2025-01-13 00:00:00-05:00,413.6496498082875,416.8971739621178,410.71096634455273,415.5921936035156,17604800,0.0,0.0,MSFT
2025-01-14 00:00:00-05:00,416.2098216251219,418.13242259689986,409.1469793562449,414.0780334472656,16935900,0.0,0.0,MSFT
2025-01-15 00:00:00-05:00,417.52478252697114,426.51022596326726,416.6680604251186,424.6772766113281,19637800,0.0,0.0,MSFT
2025-01-16 00:00:00-05:00,427.0581034768278,427.8450559110229,422.76461308505725,422.953857421875,15300000,0.0,0.0,MSFT
2025-01-17 00:00:00-05:00,432.4274897834489,432.816010728012,426.53017961505896,427.3868713378906,26197500,0.0,0.0,MSFT
2025-01-21 00:00:00-05:00,428.55235740588927,429.2496581837696,423.96996920550396,426.8588562011719,26085700,0.0,0.0,MSFT
2025-01-22 00:00:00-05:00,435.8841949618168,445.55699830786784,434.3301720077898,444.4911193847656,27803800,0.0,0.0,MSFT
2025-01-23 00:00:00-05:00,440.30716256200645,445.03897030447143,439.8090775364838,444.9991149902344,18389300,0.0,0.0,MSFT
2025-01-24 00:00:00-05:00,443.4550766157881,444.9393603072831,439.70946738545626,442.3592834472656,15549500,0.0,0.0,MSFT
2025-01-27 00:00:00-05:00,422.3860783898249,433.5332238334213,421.8780219291722,432.8956604003906,35647800,0.0,0.0,MSFT
2025-01-28 00:00:00-05:00,432.93552501884864,446.66274757404807,429.72785612913765,445.4872741699219,23491700,0.0,0.0,MSFT
2025-01-29 00:00:00-05:00,444.97921209968376,445.16848684550723,438.7132938317083,440.6358947753906,23581400,0.0,0.0,MSFT
2025-01-30 00:00:00-05:00,417.1661258658952,421.24045777086803,411.57762641112805,413.4006042480469,54586300,0.0,0.0,MSFT
2025-01-31 00:00:00-05:00,417.37536767699305,419.078810069406,413.32094799383236,413.4703674316406,34223400,0.0,0.0,MSFT
2025-02-03 00:00:00-05:00,410.02361028085903,413.819015846871,407.09486781879804,409.3462219238281,25679100,0.0,0.0,MSFT
2025-02-04 00:00:00-05:00,411.1094311345796,412.3347312724244,408.1707172498281,410.7906494140625,20532100,0.0,0.0,MSFT
2025-02-05 00:00:00-05:00,410.7707509847515,412.2450632912695,408.82820710975375,411.7071533203125,16316700,0.0,0.0,MSFT
2025-02-06 00:00:00-05:00,412.41441067873023,416.59833715024297,412.41441067873023,414.2274475097656,16309800,0.0,0.0,MSFT
2025-02-07 00:00:00-05:00,414.8849302333569,417.0466023053385,406.5370200109021,408.1806945800781,22886800,0.0,0.0,MSFT
2025-02-10 00:00:00-05:00,412.1255190561223,413.8688167120759,409.34622639599064,410.6412353515625,20817900,0.0,0.0,MSFT
2025-02-11 00:00:00-05:00,408.0711332799312,410.9101937368833,407.7324086942097,409.8642272949219,18140600,0.0,0.0,MSFT
2025-02-12 00:00:00-05:00,405.65041091349894,409.17686151888216,402.82129152637,407.4734191894531,19121700,0.0,0.0,MSFT
2025-02-13 00:00:00-05:00,405.4412312140984,409.425911619151,404.80366775695455,408.9676818847656,23891700,0.0,0.0,MSFT
2025-02-14 00:00:00-05:00,406.22818963820515,407.3438952203064,404.3255012113121,406.86572265625,22758500,0.0,0.0,MSFT
2025-02-18 00:00:00-05:00,406.4374029097933,409.0274512633779,404.94314775203674,408.0711364746094,21423100,0.0,0.0,MSFT
2025-02-19 00:00:00-05:00,406.31786140389937,413.8987012007662,406.0887313388178,413.18145751953125,24114200,0.0,0.0,MSFT
2025-02-20 00:00:00-05:00,414.52900508229465,418.5416276159257,411.78404435480104,415.3674621582031,23508700,0.83,0.0,MSFT
2025-02-21 00:00:00-05:00,416.57521868274245,417.28390907488637,407.14255413255484,407.4619445800781,27524800,0.0,0.0,MSFT
2025-02-24 00:00:00-05:00,407.7614192904554,408.6198287275297,398.58825743588903,403.2596740722656,26443700,0.0,0.0,MSFT
2025-02-25 00:00:00-05:00,400.3649855487621,401.18349019975926,395.9730546936776,397.17083740234375,29387400,0.0,0.0,MSFT
2025-02-26 00:00:00-05:00,397.28064827533655,402.860400830509,393.5275288045757,398.99749755859375,19619000,0.0,0.0,MSFT
2025-02-27 00:00:00-05:00,400.53467393026557,404.9964840093174,391.45137377356565,391.8106994628906,21127400,0.0,0.0,MSFT
2025-02-28 00:00:00-05:00,391.94046026830176,396.9013540385077,385.86162375466716,396.26251220703125,32845700,0.0,0.0,MSFT
2025-03-03 00:00:00-05:00,398.0891633417286,398.0891633417286,385.4523593369203,387.778076171875,23007700,0.0,0.0,MSFT
2025-03-04 00:00:00-05:00,382.6974135187692,391.86058386063223,380.30181761040467,387.8978576660156,29342900,0.0,0.0,MSFT
2025-03-05 00:00:00-05:00,388.62653647287385,400.9339589862258,388.09750890861034,400.2851257324219,23433100,0.0,0.0,MSFT
2025-03-06 00:00:00-05:00,393.557486671848,401.4130601425524,391.9604125552081,396.1627197265625,23304600,0.0,0.0,MSFT
2025-03-07 00:00:00-05:00,391.601087821307,394.07652376953155,384.83351327034705,392.5892639160156,22034100,0.0,0.0,MSFT
2025-03-10 00:00:00-04:00,385.1329632711281,385.69193466137494,376.5287638766263,379.46337890625,32840100,0.0,0.0,MSFT
2025-03-11 00:00:00-04:00,378.30548307291184,385.29265558349334,376.2193166501511,379.7528381347656,30380200,0.0,0.0,MSFT
2025-03-12 00:00:00-04:00,382.2482670126177,384.5140963348653,378.2555969008229,382.5676574707031,24253600,0.0,0.0,MSFT
2025-03-13 00:00:00-04:00,382.4578672121625,384.6139126915579,376.75833925298997,378.0758972167969,20473000,0.0,0.0,MSFT
2025-03-14 00:00:00-04:00,379.0840519928303,389.51491455417886,378.81455773398244,387.84796142578125,19952800,0.0,0.0,MSFT
2025-03-17 00:00:00-04:00,385.9913968692823,391.99036302361236,384.8634626840814,387.98773193359375,22474300,0.0,0.0,MSFT
2025-03-18 00:00:00-04:00,386.36071271152235,386.6601507855219,380.4016513456866,382.81719970703125,19486900,0.0,0.0,MSFT
2025-03-19 00:00:00-04:00,384.8235322758774,388.9659214939022,383.29633715100766,387.1093444824219,19185500,0.0,0.0,MSFT
2025-03-20 00:00:00-04:00,385.0331131975468,391.07204471614995,382.5776297310475,386.131103515625,18470500,0.0,0.0,MSFT
2025-03-21 00:00:00-04:00,382.5177544739553,391.0221306945889,382.09851071654674,390.54302978515625,39675900,0.0,0.0,MSFT
2025-03-24 00:00:00-04:00,394.67543616141086,394.67543616141086,389.09568331150246,392.35968017578125,21004500,0.0,0.0,MSFT
2025-03-25 00:00:00-04:00,393.19816458592396,395.63366532055824,391.9205113732519,394.4358825683594,15775000,0.0,0.0,MSFT
2025-03-26 00:00:00-04:00,394.27618318122023,394.5856126855185,387.85797313035886,389.2554016113281,16108400,0.0,0.0,MSFT
2025-03-27 00:00:00-04:00,389.4151007040484,391.5212195564284,386.6900923994873,389.8642578125,13766800,0.0,0.0,MSFT
2025-03-28 00:00:00-04:00,387.36882809704144,388.4169222438939,376.2392666189567,378.1058349609375,21632000,0.0,0.0,MSFT
2025-03-31 00:00:00-04:00,371.8573344110368,376.3790320336197,366.5670283067677,374.7021179199219,35184700,0.0,0.0,MSFT
2025-04-01 00:00:00-04:00,373.96346276032,382.1484487727996,372.54608191207893,381.4896545410156,19689500,0.0,0.0,MSFT
2025-04-02 00:00:00-04:00,377.2773862564683,384.3743428432238,375.92985398533636,381.43975830078125,16092600,0.0,0.0,MSFT
2025-04-03 00:00:00-04:00,374.10321411915555,376.788287190408,368.67318036225987,372.42626953125,30198000,0.0,0.0,MSFT
2025-04-04 00:00:00-04:00,363.4627502923482,373.9035742050073,358.8212773354498,359.18060302734375,49209900,0.0,0.0,MSFT
2025-04-07 00:00:00-04:00,350.2370336524557,370.32015981776436,344.1581969485817,357.2042236328125,50425000,0.0,0.0,MSFT
2025-04-08 00:00:00-04:00,367.585185716996,372.9652928837084,349.6081786868937,353.9102783203125,35868900,0.0,0.0,MSFT
2025-04-09 00:00:00-04:00,352.8921435234206,392.50941370351666,352.45294739016697,389.7744140625,50199700,0.0,0.0,MSFT
2025-04-10 00:00:00-04:00,381.3598744812396,383.19649903483815,367.12599611378243,380.65118408203125,38024400,0.0,0.0,MSFT
2025-04-11 00:00:00-04:00,379.9425037151649,389.3352333779351,378.19571053548395,387.7381896972656,23839200,0.0,0.0,MSFT
2025-04-14 00:00:00-04:00,392.4994245329486,393.92679674338564,383.5059256339463,387.0993347167969,19251200,0.0,0.0,MSFT
2025-04-15 00:00:00-04:00,387.79806728846995,391.17187833074144,383.4560325474498,385.0231628417969,17199900,0.0,0.0,MSFT
2025-04-16 00:00:00-04:00,379.97244183574617,380.9106912763521,367.32564600100716,370.92901611328125,21967800,0.0,0.0,MSFT
2025-04-17 00:00:00-04:00,373.0651098854367,373.6340726815441,366.2176953329466,367.1060485839844,20943700,0.0,0.0,MSFT
2025-04-21 00:00:00-04:00,362.1551460624454,363.8121077971333,355.01825440362086,358.4619140625,20807300,0.0,0.0,MSFT
2025-04-22 00:00:00-04:00,362.7141283475077,367.09606804173376,359.20055908423666,366.1478271484375,19485000,0.0,0.0,MSFT
2025-04-23 00:00:00-04:00,375.3708716590499,379.6929540391626,372.33643389707953,373.7039489746094,20545500,0.0,0.0,MSFT
2025-04-24 00:00:00-04:00,375.01155205300716,387.7381880213899,374.5024768665421,386.59027099609375,22232300,0.0,0.0,MSFT
2025-04-25 00:00:00-04:00,386.29083932956814,391.44138750936105,383.8952433175299,391.1319580078125,18973200,0.0,0.0,MSFT
2025-04-28 00:00:00-04:00,391.241728610284,392.0202980494585,385.9315006090283,390.4432067871094,16579400,0.0,0.0,MSFT
2025-04-29 00:00:00-04:00,390.5829324517716,394.3759872470841,389.66463540586307,393.31793212890625,14974000,0.0,0.0,MSFT
2025-04-30 00:00:00-04:00,389.58477271143016,395.93313400867555,383.73552563819743,394.53570556640625,36461100,0.0,0.0,MSFT
2025-05-01 00:00:00-04:00,430.3199808366381,436.1892106723326,424.12136912560175,424.6204528808594,58938100,0.0,0.0,MSFT
2025-05-02 00:00:00-04:00,430.948839257634,438.63474141621873,429.20204608174254,434.48236083984375,30757400,0.0,0.0,MSFT
2025-05-05 00:00:00-04:00,432.07675654489867,438.6946118778074,431.3181395047298,435.3707275390625,20136100,0.0,0.0,MSFT
2025-05-06 00:00:00-04:00,431.408009380462,436.92787448428356,430.3798980651205,432.5159606933594,15104200,0.0,0.0,MSFT
2025-05-07 00:00:00-04:00,433.04500054847074,437.3171563878889,430.319992206568,432.555908203125,23295300,0.0,0.0,MSFT
2025-05-08 00:00:00-04:00,437.12748451655574,442.85698666150637,434.86165526525525,437.3670654296875,23491300,0.0,0.0,MSFT
2025-05-09 00:00:00-04:00,439.19371771814804,439.93235195021686,435.08127232610667,437.9260559082031,15324200,0.0,0.0,MSFT
2025-05-12 00:00:00-04:00,445.12281367736733,448.5465208630377,438.9740982732109,448.4367370605469,22821900,0.0,0.0,MSFT
2025-05-13 00:00:00-04:00,446.9594623818115,449.8441812103938,444.54388351816056,448.3169860839844,23618800,0.0,0.0,MSFT
2025-05-14 00:00:00-04:00,447.3187935842875,453.0682176126866,447.3187935842875,452.1099853515625,19902800,0.0,0.0,MSFT
2025-05-15 00:00:00-04:00,450.7699890136719,456.19000244140625,450.42999267578125,453.1300048828125,21992300,0.83,0.0,MSFT
2025-05-16 00:00:00-04:00,452.04998779296875,454.3599853515625,448.7300109863281,454.2699890136719,23849800,0.0,0.0,MSFT
2025-05-19 00:00:00-04:00,450.8800048828125,459.5899963378906,450.79998779296875,458.8699951171875,21336500,0.0,0.0,MSFT
2025-05-20 00:00:00-04:00,455.5899963378906,458.3399963378906,454.32000732421875,458.1700134277344,15441800,0.0,0.0,MSFT
2025-05-21 00:00:00-04:00,454.57000732421875,457.7799987792969,451.80999755859375,452.57000732421875,19216900,0.0,0.0,MSFT
2025-05-22 00:00:00-04:00,454.95001220703125,460.25,453.8999938964844,454.8599853515625,18025600,0.0,0.0,MSFT
2025-05-23 00:00:00-04:00,449.9800109863281,453.69000244140625,448.9100036621094,450.17999267578125,16883500,0.0,0.0,MSFT
2025-05-27 00:00:00-04:00,456.4800109863281,460.95001220703125,456.1199951171875,460.69000244140625,20974300,0.0,0.0,MSFT
2025-05-28 00:00:00-04:00,461.2200012207031,462.5199890136719,456.92999267578125,457.3599853515625,17086300,0.0,0.0,MSFT
2025-05-29 00:00:00-04:00,461.54998779296875,461.7200012207031,455.30999755859375,458.67999267578125,13974800,0.0,0.0,MSFT
2025-05-30 00:00:00-04:00,459.7200012207031,461.67999267578125,455.5400085449219,460.3599853515625,34770500,0.0,0.0,MSFT
2025-01-02 00:00:00-05:00,135.98748671158143,138.8672266066605,134.61761764692358,138.29727172851562,198247200,0.0,0.0,NVDA
2025-01-03 00:00:00-05:00,139.99711439640743,144.88666393436952,139.71714137538024,144.4567108154297,229322500,0.0,0.0,NVDA
2025-01-06 00:00:00-05:00,148.57632545203526,152.14600432101588,147.80640728049391,149.41624450683594,265377400,0.0,0.0,NVDA
2025-01-07 00:00:00-05:00,153.0159191493047,153.1159160516902,139.99711279126652,140.12710571289062,351782200,0.0,0.0,NVDA
2025-01-08 00:00:00-05:00,142.5668963792699,143.9367655713296,137.5473535279277,140.0971221923828,227349900,0.0,0.0,NVDA
2025-01-10 00:00:00-05:00,137.43735839735214,139.90713250101766,134.20765966847648,135.8975067138672,207602500,0.0,0.0,NVDA
2025-01-13 00:00:00-05:00,129.97805065881337,133.47772877314173,129.49808381781634,133.21774291992188,204808900,0.0,0.0,NVDA
2025-01-14 00:00:00-05:00,136.0374931021696,136.3674645891877,130.03804480886453,131.7478790283203,195590500,0.0,0.0,NVDA
2025-01-15 00:00:00-05:00,133.63770458598145,136.43745017340345,131.277920981104,136.22747802734375,185217300,0.0,0.0,NVDA
2025-01-16 00:00:00-05:00,138.6272498193542,138.73724031386243,133.47772952507327,133.55772399902344,209235600,0.0,0.0,NVDA
